#t(m)	P(GPa)	T(K)	R(Ohms)	P_mem(bar)	R_therm(Ohms)	Center (nm)	SpecFile	Comment
0.212750	38.544870	290.724133	4.708184E-6	49.500152	59.200000	706.729235	NA	NA
0.222667	38.539533	290.724133	4.714769E-6	49.500098	59.200000	706.727587	NA	NA
0.230483	38.574930	290.724133	4.765221E-6	49.500039	59.200000	706.738516	NA	NA
0.238767	38.576650	290.724133	4.859944E-6	49.499926	59.200000	706.739047	NA	NA
0.247217	38.565890	290.724133	4.866930E-6	49.499934	59.200000	706.735725	NA	NA
0.255517	38.547180	290.724133	4.815612E-6	49.499996	59.200000	706.729948	NA	NA
0.263850	38.545774	290.724133	4.714831E-6	49.499992	59.200000	706.729514	NA	NA
0.272183	38.578195	290.724133	4.683730E-6	49.500000	59.200000	706.739524	NA	NA
0.280517	38.541773	290.724133	4.652229E-6	49.499930	59.200000	706.728279	NA	NA
0.288850	38.564949	290.724133	4.813293E-6	49.499926	59.200000	706.735435	NA	NA
0.297533	38.529571	290.724133	4.827391E-6	49.499902	59.200000	706.724511	NA	NA
0.305517	38.529146	290.724133	4.818301E-6	49.499895	59.200000	706.724379	NA	NA
0.313850	38.522057	290.724133	4.785656E-6	49.499902	59.200000	706.722190	NA	NA
0.322183	38.535950	290.724133	4.730783E-6	49.499945	59.200000	706.726481	NA	NA
0.330600	38.556681	290.724133	4.708091E-6	49.500082	59.200000	706.732882	NA	NA
0.338783	38.509139	290.724133	4.661318E-6	49.500031	59.200000	706.718201	NA	NA
0.347183	38.499757	290.724133	4.782750E-6	49.500000	59.200000	706.715304	NA	NA
0.355517	38.550333	290.724133	4.805255E-6	49.499902	59.200000	706.730922	NA	NA
0.363850	38.573512	290.724133	4.837314E-6	49.499938	59.200000	706.738078	NA	NA
0.372183	38.602582	290.724133	4.845630E-6	49.500008	59.200000	706.747053	NA	NA
0.380583	38.623626	290.724133	4.832708E-6	49.499941	59.200000	706.753549	NA	NA
0.389183	38.710063	290.724133	4.753319E-6	49.499930	59.200000	706.780225	NA	NA
0.397183	38.742273	290.724133	4.746395E-6	49.499969	59.200000	706.790162	NA	NA
0.405500	38.822520	290.724133	4.732112E-6	49.499957	59.200000	706.814916	NA	NA
0.413850	38.922869	290.724133	4.791344E-6	49.499996	59.200000	706.845858	NA	NA
0.422183	38.976810	290.724133	4.846619E-6	49.500109	59.200000	706.862485	NA	NA
0.430500	39.149186	290.724133	4.843899E-6	49.500066	59.200000	706.915594	NA	NA
0.438850	39.415432	290.724133	4.837592E-6	49.500008	59.200000	706.997548	NA	NA
0.447167	39.603502	290.724133	4.809398E-6	49.500012	59.200000	707.055382	NA	NA
0.455500	39.661762	290.724133	4.786119E-6	49.500062	59.200000	707.073289	NA	NA
0.463800	39.543287	290.724133	4.729453E-6	49.500059	59.200000	707.036870	NA	NA
0.472167	39.488208	290.724133	4.730443E-6	49.500066	59.200000	707.019933	NA	NA
0.480500	39.489243	290.724133	4.709544E-6	49.500012	59.200000	707.020251	NA	NA
0.488833	39.469326	290.724133	4.774156E-6	49.499988	59.200000	707.014126	NA	NA
0.497083	39.421086	290.724133	4.849371E-6	49.500125	59.200000	706.999287	NA	NA
0.505500	39.371924	290.724133	4.834779E-6	49.500219	59.200000	706.984162	NA	NA
0.513833	39.303056	290.724133	4.853420E-6	49.500156	59.200000	706.962968	NA	NA
0.522167	39.175378	290.724133	4.742777E-6	49.500133	59.200000	706.923660	NA	NA
0.530500	39.135816	290.724133	4.743241E-6	49.500141	59.200000	706.911476	NA	NA
0.538833	39.102049	290.724133	4.738110E-6	49.500133	59.200000	706.901075	NA	NA
0.547150	39.103883	290.724133	4.732204E-6	49.500125	59.200000	706.901640	NA	NA
0.555500	39.107088	290.724133	4.782070E-6	49.500133	59.200000	706.902627	NA	NA
0.563817	39.193303	290.724133	4.831687E-6	49.500144	59.200000	706.929180	NA	NA
0.572217	39.219286	290.724133	4.836757E-6	49.500094	59.200000	706.937181	NA	NA
0.580400	39.346747	290.724133	4.758235E-6	49.500160	59.200000	706.976414	NA	NA
0.588817	39.350103	290.724133	4.740242E-6	49.500129	59.200000	706.977447	NA	NA
0.597133	39.413461	290.724133	4.738202E-6	49.500094	59.200000	706.996941	NA	NA
0.605483	39.418418	290.724133	4.719221E-6	49.500043	59.200000	706.998466	NA	NA
0.613917	39.461295	290.724133	4.786862E-6	49.499969	59.200000	707.011656	NA	NA
0.622167	39.446633	290.724133	4.804483E-6	49.499922	59.200000	707.007146	NA	NA
0.630483	39.411457	290.724133	4.837623E-6	49.499934	59.200000	706.996325	NA	NA
0.638733	39.305587	290.724133	4.785996E-6	49.499988	59.200000	706.963747	NA	NA
0.647150	39.140745	290.724133	4.767602E-6	49.500023	59.200000	706.912994	NA	NA
0.655483	39.160140	290.724133	4.748682E-6	49.500066	59.200000	706.918967	NA	NA
0.663817	39.170144	290.724133	4.733564E-6	49.500059	59.200000	706.922048	NA	NA
0.672150	39.277899	290.724133	4.786088E-6	49.500125	59.200000	706.955225	NA	NA
0.680483	39.313868	290.724133	4.780555E-6	49.500137	59.200000	706.966296	NA	NA
0.688817	39.282498	290.724133	4.792642E-6	49.500203	59.200000	706.956640	NA	NA
0.697117	39.258129	290.724133	4.830296E-6	49.500231	59.200000	706.949139	NA	NA
0.705467	39.336949	290.724133	4.843404E-6	49.500180	59.200000	706.973399	NA	NA
0.713800	39.298002	290.724133	4.808440E-6	49.500164	59.200000	706.961413	NA	NA
0.722133	39.286744	290.724133	4.761140E-6	49.500160	59.200000	706.957947	NA	NA
0.730483	39.222896	290.724133	4.730659E-6	49.500250	59.200000	706.938292	NA	NA
0.738817	39.177837	290.724133	4.747198E-6	49.500207	59.200000	706.924417	NA	NA
0.747133	39.020168	290.724133	4.772146E-6	49.500242	59.200000	706.875847	NA	NA
0.755483	38.939431	290.724133	4.780741E-6	49.500234	59.200000	706.850964	NA	NA
0.763783	38.754466	290.724133	4.828163E-6	49.500176	59.200000	706.793924	NA	NA
0.772133	38.778688	290.724133	4.840498E-6	49.500188	59.200000	706.801396	NA	NA
0.780467	38.981217	290.724133	4.840405E-6	49.500320	59.200000	706.863844	NA	NA
0.788800	39.011339	290.724133	4.790324E-6	49.500270	59.200000	706.873127	NA	NA
0.797133	39.040872	290.724133	4.774898E-6	49.500273	59.200000	706.882227	NA	NA
0.805467	39.095303	290.724133	4.741231E-6	49.500371	59.200000	706.898997	NA	NA
0.813800	39.116527	290.724133	4.717922E-6	49.500352	59.200000	706.905535	NA	NA
0.822050	39.274231	290.724133	4.730473E-6	49.500336	59.200000	706.954096	NA	NA
0.830450	39.280556	290.724133	4.733843E-6	49.500375	59.200000	706.956043	NA	NA
0.838783	39.224934	290.724133	4.735636E-6	49.500445	59.200000	706.938919	NA	NA
0.847117	39.122575	290.724133	4.802844E-6	49.500437	59.200000	706.907397	NA	NA
0.855483	39.084783	290.724133	4.807048E-6	49.500496	59.200000	706.895756	NA	NA
0.863800	38.954803	290.724133	4.795023E-6	49.500500	59.200000	706.855702	NA	NA
0.872133	38.906130	290.724133	4.807883E-6	49.500547	59.200000	706.840698	NA	NA
0.880417	38.944917	290.724133	4.758884E-6	49.500625	59.200000	706.852655	NA	NA
0.888783	38.982976	290.724133	4.752052E-6	49.500844	59.200000	706.864386	NA	NA
0.897133	38.986253	290.724133	4.754463E-6	49.500937	59.200000	706.865396	NA	NA
0.905467	39.013907	290.724133	4.807142E-6	49.501004	59.200000	706.873918	NA	NA
0.913767	38.994560	290.724133	4.815272E-6	49.500957	59.200000	706.867956	NA	NA
0.922117	38.989333	290.724133	4.811160E-6	49.500937	59.200000	706.866345	NA	NA
0.930450	38.957152	290.724133	4.790077E-6	49.501027	59.200000	706.856426	NA	NA
0.939050	38.990815	290.724133	4.788036E-6	49.500926	59.200000	706.866802	NA	NA
0.947050	38.999386	290.724133	4.755328E-6	49.500734	59.200000	706.869443	NA	NA
0.955467	38.981034	290.724133	4.750320E-6	49.500473	59.200000	706.863787	NA	NA
0.963783	38.999833	290.724133	4.733286E-6	49.500289	59.200000	706.869581	NA	NA
0.972133	38.961780	290.724133	4.750661E-6	49.500191	59.200000	706.857853	NA	NA
0.980450	39.028147	290.724133	4.794126E-6	49.500027	59.200000	706.878306	NA	NA
0.989133	38.974952	290.724133	4.814994E-6	49.500000	59.200000	706.861913	NA	NA
0.997117	38.994886	290.724133	4.808502E-6	49.499922	59.200000	706.868056	NA	NA
1.005267	39.001275	290.724133	4.795765E-6	49.499895	59.200000	706.870025	NA	NA
1.013633	39.006965	290.724133	4.786027E-6	49.499820	59.200000	706.871779	NA	NA
1.022500	38.973756	290.724133	4.777958E-6	49.499809	59.200000	706.861544	NA	NA
1.030467	38.986898	290.724133	4.696158E-6	49.499887	59.200000	706.865594	NA	NA
1.038767	39.022280	290.724133	4.693468E-6	49.499848	59.200000	706.876498	NA	NA
1.047117	38.970391	290.724133	4.725341E-6	49.499871	59.200000	706.860507	NA	NA
1.055433	38.983397	290.724133	4.753907E-6	49.499898	59.200000	706.864515	NA	NA
1.063783	39.003069	290.724133	4.792024E-6	49.499922	59.200000	706.870578	NA	NA
1.072117	38.964302	290.724133	4.824608E-6	49.499891	59.200000	706.858630	NA	NA
1.080450	39.001946	290.724133	4.840714E-6	49.499898	59.200000	706.870232	NA	NA
1.088783	38.995118	290.724133	4.835150E-6	49.499859	59.200000	706.868128	NA	NA
1.097117	38.975102	290.724133	4.800464E-6	49.499883	59.200000	706.861959	NA	NA
1.105350	39.008101	290.724133	4.746766E-6	49.499828	59.200000	706.872129	NA	NA
1.113783	38.997280	290.724133	4.709514E-6	49.499836	59.200000	706.868794	NA	NA
1.122167	39.173993	290.724133	4.709452E-6	49.499762	59.200000	706.923234	NA	NA
1.130450	39.193669	290.724133	4.738418E-6	49.499809	59.200000	706.929293	NA	NA
1.138800	39.170068	290.724133	4.748713E-6	49.499789	59.200000	706.922025	NA	NA
