#t(s)	P(GPa)	T(K)	R(Ohms)	P_mem(bar)	R_therm(Ohms)	Center (nm)	SpecFile	Comment
15.480450	27.051795	290.099672	4.937373E-6	41.000027	59.300000	703.086558	NA	NA
15.482283	27.055802	290.099672	4.974934E-6	41.000020	59.300000	703.087859	NA	NA
15.484100	27.057510	290.099672	4.938486E-6	40.999980	59.300000	703.088414	NA	NA
15.485733	27.027463	290.724133	4.859469E-6	40.999992	59.200000	703.082967	NA	NA
15.487633	27.074874	290.724133	4.833129E-6	41.000035	59.200000	703.098359	NA	NA
15.489633	27.042193	290.724133	4.836654E-6	41.000035	59.200000	703.087749	NA	NA
15.491567	27.040779	290.099672	4.928995E-6	41.000023	59.300000	703.082982	NA	NA
15.495267	27.081898	290.099672	4.879717E-6	41.000059	59.300000	703.096330	NA	NA
15.496817	27.019072	290.724133	4.847165E-6	41.000039	59.200000	703.080243	NA	NA
15.498667	27.044342	290.724133	4.816095E-6	41.000035	59.200000	703.088447	NA	NA
15.500417	27.048411	290.099672	4.875328E-6	41.000035	59.300000	703.085460	NA	NA
15.502300	27.077161	290.099672	4.929181E-6	41.000000	59.300000	703.094793	NA	NA
15.504150	27.063535	290.099672	4.931252E-6	41.000000	59.300000	703.090369	NA	NA
15.505983	27.022033	290.724133	4.840796E-6	40.999957	59.200000	703.081204	NA	NA
15.508000	27.090934	290.099672	4.811551E-6	40.999949	59.300000	703.099263	NA	NA
15.510333	27.104753	290.099672	4.940372E-6	40.999980	59.300000	703.103749	NA	NA
15.511900	26.999357	290.099672	4.965350E-6	40.999988	59.300000	703.069533	NA	NA
15.513750	27.061828	290.099672	4.961023E-6	41.000008	59.300000	703.089815	NA	NA
15.515383	27.042281	290.099672	4.953356E-6	40.999980	59.300000	703.083469	NA	NA
15.517167	27.086828	290.724133	4.917712E-6	40.999953	59.200000	703.102239	NA	NA
15.518867	27.041676	290.724133	4.880707E-6	40.999949	59.200000	703.087581	NA	NA
15.520517	27.035080	290.099672	4.904882E-6	40.999949	59.300000	703.081132	NA	NA
15.522183	27.073935	290.099672	4.957189E-6	40.999949	59.300000	703.093745	NA	NA
15.524000	27.056184	290.099672	4.986249E-6	40.999977	59.300000	703.087983	NA	NA
15.525633	27.063515	290.099672	4.938084E-6	40.999953	59.300000	703.090363	NA	NA
15.527267	27.068640	290.099672	4.866487E-6	41.000016	59.300000	703.092027	NA	NA
15.528900	27.108466	290.099672	4.847907E-6	41.000027	59.300000	703.104954	NA	NA
15.530550	27.062209	290.099672	4.866085E-6	41.000023	59.300000	703.089939	NA	NA
15.532383	27.040992	290.099672	4.940125E-6	41.000031	59.300000	703.083051	NA	NA
15.534033	27.040715	290.724133	4.931809E-6	41.000016	59.200000	703.087270	NA	NA
15.535683	27.050697	290.724133	4.884726E-6	41.000035	59.200000	703.090510	NA	NA
15.537333	27.033140	290.099672	4.869578E-6	41.000004	59.300000	703.080502	NA	NA
15.539000	27.054259	290.099672	4.853224E-6	40.999988	59.300000	703.087358	NA	NA
15.541000	27.049976	290.099672	4.879254E-6	40.999926	59.300000	703.085968	NA	NA
15.542833	27.060854	290.724133	4.929830E-6	40.999914	59.200000	703.093808	NA	NA
15.545050	27.027910	290.099672	4.915455E-6	40.999867	59.300000	703.078804	NA	NA
15.549083	27.063486	290.099672	4.839034E-6	40.999828	59.300000	703.090354	NA	NA
15.550933	27.021600	290.099672	4.889610E-6	40.999789	59.300000	703.076755	NA	NA
15.552667	27.089536	290.099672	4.975954E-6	40.999812	59.300000	703.098810	NA	NA
15.554500	27.047363	290.099672	4.959693E-6	40.999840	59.300000	703.085120	NA	NA
15.556800	27.024944	290.724133	4.900307E-6	40.999797	59.200000	703.082149	NA	NA
15.558633	27.067764	290.724133	4.879254E-6	40.999789	59.200000	703.096051	NA	NA
15.560483	27.051938	290.724133	4.900987E-6	40.999766	59.200000	703.090913	NA	NA
15.562350	27.017479	290.099672	4.939413E-6	40.999773	59.300000	703.075417	NA	NA
15.564267	27.078017	290.099672	4.997872E-6	40.999746	59.300000	703.095070	NA	NA
15.565983	27.034154	290.099672	4.925162E-6	40.999734	59.300000	703.080831	NA	NA
15.567850	27.059763	290.724133	4.834088E-6	40.999762	59.200000	703.093453	NA	NA
15.569917	27.056103	290.099672	4.826823E-6	40.999781	59.300000	703.087957	NA	NA
15.572033	27.051661	290.724133	4.853100E-6	40.999785	59.200000	703.090823	NA	NA
15.575433	27.099499	290.099672	4.947327E-6	40.999762	59.300000	703.102043	NA	NA
15.577633	27.108676	290.099672	4.901636E-6	40.999727	59.300000	703.105022	NA	NA
15.579283	27.029131	290.099672	4.836005E-6	40.999738	59.300000	703.079200	NA	NA
15.580917	27.066729	290.099672	4.803730E-6	40.999730	59.300000	703.091406	NA	NA
15.582817	27.071144	290.724133	4.866084E-6	40.999773	59.200000	703.097148	NA	NA
15.584917	27.057882	290.099672	4.965319E-6	40.999805	59.300000	703.088534	NA	NA
15.586967	27.037134	290.099672	4.960157E-6	40.999891	59.300000	703.081798	NA	NA
15.588783	27.003723	290.099672	4.932241E-6	40.999887	59.300000	703.070950	NA	NA
15.590633	27.053010	290.099672	4.886055E-6	40.999891	59.300000	703.086953	NA	NA
15.592383	27.038640	290.099672	4.903769E-6	40.999879	59.300000	703.082288	NA	NA
15.594017	27.076215	290.724133	4.916815E-6	40.999848	59.200000	703.098794	NA	NA
15.595683	27.107817	290.099672	4.949924E-6	40.999902	59.300000	703.104743	NA	NA
15.597567	27.075930	290.099672	4.968813E-6	40.999887	59.300000	703.094393	NA	NA
15.599383	27.095867	290.724133	4.861385E-6	40.999934	59.200000	703.105173	NA	NA
15.601283	27.021330	290.724133	4.864539E-6	40.999934	59.200000	703.080976	NA	NA
15.603333	27.047915	290.724133	4.928377E-6	40.999961	59.200000	703.089607	NA	NA
15.605250	27.068493	290.099672	4.959075E-6	40.999984	59.300000	703.091979	NA	NA
15.606950	27.070393	290.099672	4.928439E-6	40.999934	59.300000	703.092596	NA	NA
15.608800	27.031202	290.099672	4.865219E-6	40.999930	59.300000	703.079873	NA	NA
15.612900	27.039291	290.724133	4.832326E-6	40.999969	59.200000	703.086807	NA	NA
15.615300	27.076982	290.099672	4.942536E-6	40.999988	59.300000	703.094735	NA	NA
15.617267	27.050911	290.099672	4.925842E-6	41.000000	59.300000	703.086271	NA	NA
15.619117	27.055310	290.099672	4.896504E-6	41.000012	59.300000	703.087699	NA	NA
15.620950	27.102659	290.099672	4.854059E-6	41.000047	59.300000	703.103069	NA	NA
15.622567	27.061293	290.099672	4.880800E-6	41.000031	59.300000	703.089642	NA	NA
15.624350	27.055983	290.099672	4.949924E-6	41.000027	59.300000	703.087918	NA	NA
15.626200	27.070051	290.099672	4.965814E-6	41.000039	59.300000	703.092485	NA	NA
15.628433	27.095010	290.099672	4.940001E-6	40.999996	59.300000	703.100586	NA	NA
15.630750	27.076733	290.099672	4.905655E-6	40.999957	59.300000	703.094654	NA	NA
15.634600	27.065212	290.099672	4.960435E-6	40.999961	59.300000	703.090914	NA	NA
15.636733	27.054761	290.099672	4.963557E-6	40.999926	59.300000	703.087521	NA	NA
15.639183	27.078888	290.099672	4.916938E-6	40.999957	59.300000	703.095353	NA	NA
15.641017	27.057159	290.724133	4.874462E-6	40.999973	59.200000	703.092608	NA	NA
15.642700	27.069559	290.724133	4.876441E-6	40.999992	59.200000	703.096633	NA	NA
15.644500	27.072869	290.099672	4.987176E-6	40.999988	59.300000	703.093399	NA	NA
15.646850	27.094235	290.724133	5.002973E-6	40.999914	59.200000	703.104643	NA	NA
15.648750	27.026890	290.724133	4.845990E-6	40.999914	59.200000	703.082781	NA	NA
15.650650	26.986490	290.724133	4.823701E-6	40.999914	59.200000	703.069663	NA	NA
15.652267	27.046887	290.099672	4.829914E-6	40.999926	59.300000	703.084965	NA	NA
15.653950	27.106414	290.099672	4.842373E-6	40.999938	59.300000	703.104288	NA	NA
15.655767	27.083549	290.099672	4.897926E-6	40.999922	59.300000	703.096866	NA	NA
15.657583	27.044471	290.099672	4.938888E-6	40.999891	59.300000	703.084180	NA	NA
15.661333	27.060720	290.724133	4.862839E-6	40.999914	59.200000	703.093764	NA	NA
15.663167	27.098093	290.099672	4.886426E-6	40.999922	59.300000	703.101587	NA	NA
15.665467	27.110678	290.099672	4.963805E-6	40.999945	59.300000	703.105672	NA	NA
15.667333	27.033010	290.099672	4.974192E-6	40.999906	59.300000	703.080460	NA	NA
15.668967	27.055553	290.724133	4.949120E-6	40.999898	59.200000	703.092087	NA	NA
15.670633	27.085456	290.099672	4.874802E-6	40.999867	59.300000	703.097485	NA	NA
15.672783	27.071716	290.099672	4.867537E-6	40.999887	59.300000	703.093025	NA	NA
15.674600	27.053866	290.099672	4.884015E-6	40.999914	59.300000	703.087231	NA	NA
15.676600	27.128082	290.099672	4.974687E-6	40.999930	59.300000	703.111320	NA	NA
15.678783	27.053244	290.099672	5.014968E-6	40.999949	59.300000	703.087029	NA	NA
15.680667	27.125399	290.724133	4.954376E-6	40.999984	59.200000	703.114758	NA	NA
15.682583	27.080732	290.099672	4.838447E-6	40.999977	59.300000	703.095952	NA	NA
15.686633	27.059955	290.724133	4.916506E-6	40.999926	59.200000	703.093516	NA	NA
15.689033	27.039557	290.099672	4.903738E-6	40.999922	59.300000	703.082585	NA	NA
15.692167	27.028403	290.099672	4.882314E-6	40.999887	59.300000	703.078964	NA	NA
15.693933	27.023970	290.099672	4.843053E-6	40.999906	59.300000	703.077525	NA	NA
15.695817	27.060899	290.099672	4.886055E-6	40.999887	59.300000	703.089514	NA	NA
15.697683	27.073811	290.724133	4.933262E-6	40.999879	59.200000	703.098014	NA	NA
15.699583	27.062530	290.099672	4.926182E-6	40.999863	59.300000	703.090043	NA	NA
15.703650	27.042857	290.099672	4.816497E-6	40.999930	59.300000	703.083657	NA	NA
15.705517	27.055106	290.099672	4.878265E-6	40.999949	59.300000	703.087633	NA	NA
15.707350	27.080760	290.099672	4.956138E-6	40.999988	59.300000	703.095961	NA	NA
15.708983	27.036472	290.099672	4.950017E-6	40.999988	59.300000	703.081583	NA	NA
15.710617	27.062839	290.724133	4.933725E-6	40.999984	59.200000	703.094452	NA	NA
15.712283	27.056757	290.724133	4.873287E-6	40.999965	59.200000	703.092478	NA	NA
15.714100	27.051798	290.724133	4.845526E-6	40.999941	59.200000	703.090867	NA	NA
15.715917	27.082180	290.099672	4.931561E-6	40.999910	59.300000	703.096422	NA	NA
15.717600	27.064649	290.099672	4.970637E-6	40.999887	59.300000	703.090731	NA	NA
15.719417	27.056982	290.724133	4.988320E-6	40.999895	59.200000	703.092551	NA	NA
15.721333	27.035936	290.099672	4.931777E-6	40.999938	59.300000	703.081410	NA	NA
15.723500	27.079807	290.099672	4.861385E-6	40.999938	59.300000	703.095652	NA	NA
15.725267	27.023152	290.724133	4.870752E-6	40.999922	59.200000	703.081567	NA	NA
15.727150	27.035851	290.724133	4.883675E-6	40.999957	59.200000	703.085690	NA	NA
15.728800	27.056299	290.724133	4.914496E-6	40.999938	59.200000	703.092329	NA	NA
15.730667	27.062984	290.099672	4.921730E-6	40.999906	59.300000	703.090191	NA	NA
15.732300	27.080846	290.099672	4.883767E-6	40.999918	59.300000	703.095989	NA	NA
15.733950	27.020777	290.724133	4.830471E-6	40.999965	59.200000	703.080796	NA	NA
15.735617	27.017331	290.724133	4.810500E-6	41.000000	59.200000	703.079677	NA	NA
15.737433	27.081854	290.724133	4.879903E-6	41.000004	59.200000	703.100625	NA	NA
15.739217	27.084691	290.099672	4.979664E-6	41.000035	59.300000	703.097237	NA	NA
15.740917	27.084760	290.099672	4.954067E-6	41.000051	59.300000	703.097259	NA	NA
15.742767	27.053854	290.099672	4.916536E-6	41.000082	59.300000	703.087227	NA	NA
15.744617	27.075512	290.724133	4.882253E-6	41.000090	59.200000	703.098566	NA	NA
15.748867	27.110086	290.099672	4.946245E-6	41.000074	59.300000	703.105480	NA	NA
15.750767	27.054123	290.724133	4.966093E-6	41.000109	59.200000	703.091623	NA	NA
15.752683	27.045044	290.724133	4.913167E-6	41.000109	59.200000	703.088675	NA	NA
15.754500	27.038461	290.724133	4.861385E-6	41.000078	59.200000	703.086538	NA	NA
15.756367	27.022910	290.724133	4.868650E-6	41.000055	59.200000	703.081489	NA	NA
15.758383	27.067674	290.724133	4.959786E-6	41.000062	59.200000	703.096022	NA	NA
15.760083	27.051053	290.099672	4.980870E-6	41.000078	59.300000	703.086317	NA	NA
15.761767	27.028722	290.099672	4.928253E-6	41.000055	59.300000	703.079067	NA	NA
15.763917	27.036050	290.099672	4.846082E-6	41.000039	59.300000	703.081447	NA	NA
15.765783	27.069208	290.099672	4.842589E-6	40.999996	59.300000	703.092211	NA	NA
15.767433	27.081127	290.099672	4.888528E-6	41.000000	59.300000	703.096080	NA	NA
15.769067	27.086079	290.099672	4.935518E-6	41.000035	59.300000	703.097687	NA	NA
15.770950	27.043259	290.099672	4.937033E-6	41.000039	59.300000	703.083787	NA	NA
15.772783	27.104197	290.099672	4.879192E-6	41.000023	59.300000	703.103568	NA	NA
15.775217	27.062669	290.099672	4.842930E-6	41.000020	59.300000	703.090088	NA	NA
15.778700	27.101800	290.724133	4.956323E-6	40.999980	59.200000	703.107099	NA	NA
15.780417	27.094645	290.724133	4.974254E-6	41.000008	59.200000	703.104776	NA	NA
15.782283	27.044856	290.099672	4.938331E-6	41.000047	59.300000	703.084306	NA	NA
15.784133	27.072552	290.099672	4.888806E-6	41.000086	59.300000	703.093297	NA	NA
15.785967	27.037377	290.099672	4.885220E-6	41.000102	59.300000	703.081878	NA	NA
15.787733	27.041576	290.099672	4.942504E-6	41.000113	59.300000	703.083241	NA	NA
15.789600	27.063639	290.099672	4.964392E-6	41.000086	59.300000	703.090403	NA	NA
15.791650	27.110889	290.099672	4.966464E-6	41.000078	59.300000	703.105740	NA	NA
15.793600	27.058675	290.724133	4.914435E-6	41.000125	59.200000	703.093100	NA	NA
15.795433	27.052849	290.099672	4.866764E-6	41.000133	59.300000	703.086900	NA	NA
15.797467	27.038167	290.099672	4.867414E-6	41.000125	59.300000	703.082134	NA	NA
15.799300	27.062921	290.099672	4.963743E-6	41.000102	59.300000	703.090170	NA	NA
15.800950	27.070479	290.724133	5.001459E-6	41.000129	59.200000	703.096932	NA	NA
15.802800	27.058803	290.724133	4.944452E-6	41.000133	59.200000	703.093142	NA	NA
15.804433	27.039218	290.724133	4.853378E-6	41.000102	59.200000	703.086784	NA	NA
15.806317	27.040440	290.099672	4.839034E-6	41.000102	59.300000	703.082872	NA	NA
15.808150	27.083043	290.724133	4.849236E-6	41.000117	59.200000	703.101010	NA	NA
15.810133	27.040741	290.099672	4.902223E-6	41.000117	59.300000	703.082970	NA	NA
15.811767	27.088101	290.099672	4.926274E-6	41.000113	59.300000	703.098344	NA	NA
15.816083	27.062138	290.099672	4.841106E-6	41.000059	59.300000	703.089916	NA	NA
15.817967	27.062746	290.099672	4.874555E-6	41.000051	59.300000	703.090113	NA	NA
15.820233	27.099127	290.099672	4.948997E-6	41.000086	59.300000	703.101923	NA	NA
15.822100	27.107904	290.099672	4.966680E-6	41.000109	59.300000	703.104771	NA	NA
15.823967	27.102640	290.099672	4.871216E-6	41.000113	59.300000	703.103063	NA	NA
15.825800	27.063231	290.099672	4.852822E-6	41.000129	59.300000	703.090271	NA	NA
15.827483	27.095769	290.099672	4.889270E-6	41.000144	59.300000	703.100833	NA	NA
15.829300	27.059387	290.099672	4.960868E-6	41.000121	59.300000	703.089023	NA	NA
15.831200	27.081368	290.099672	4.973543E-6	41.000102	59.300000	703.096158	NA	NA
15.833500	27.066548	290.724133	4.961796E-6	41.000074	59.200000	703.095656	NA	NA
15.835233	27.054035	290.724133	4.927233E-6	41.000078	59.200000	703.091594	NA	NA
15.837050	27.017539	290.724133	4.891712E-6	41.000051	59.200000	703.079745	NA	NA
15.838883	27.044344	290.099672	4.914651E-6	41.000043	59.300000	703.084139	NA	NA
15.840717	27.042729	290.099672	4.962475E-6	41.000078	59.300000	703.083615	NA	NA
15.844417	27.064019	290.099672	4.854121E-6	41.000008	59.300000	703.090526	NA	NA
15.845983	27.058050	290.099672	4.842775E-6	40.999992	59.300000	703.088589	NA	NA
15.847867	27.081662	290.099672	4.880027E-6	40.999980	59.300000	703.096254	NA	NA
15.849500	27.032741	290.724133	4.925595E-6	41.000016	59.200000	703.084680	NA	NA
15.851167	27.082806	290.724133	4.958518E-6	41.000074	59.200000	703.100934	NA	NA
15.853033	27.030256	290.099672	4.884664E-6	41.000086	59.300000	703.079565	NA	NA
15.855483	27.085137	290.724133	4.855017E-6	41.000074	59.200000	703.101690	NA	NA
15.857183	27.062788	290.724133	4.835232E-6	41.000090	59.200000	703.094435	NA	NA
15.858833	27.098882	290.099672	4.876317E-6	41.000137	59.300000	703.101843	NA	NA
15.860533	27.093073	290.724133	4.930850E-6	41.000137	59.200000	703.104266	NA	NA
15.862450	27.109443	290.724133	4.940094E-6	41.000144	59.200000	703.109579	NA	NA
15.864100	27.079351	290.099672	4.918330E-6	41.000094	59.300000	703.095503	NA	NA
15.866033	27.042736	290.099672	4.856655E-6	41.000133	59.300000	703.083617	NA	NA
15.867883	27.085297	290.099672	4.879903E-6	41.000109	59.300000	703.097434	NA	NA
15.869717	27.053617	290.099672	4.947296E-6	41.000102	59.300000	703.087150	NA	NA
15.872083	27.055820	290.099672	4.942474E-6	41.000113	59.300000	703.087865	NA	NA
15.873800	27.070323	290.099672	4.909983E-6	41.000113	59.300000	703.092573	NA	NA
15.875883	27.086000	290.099672	4.875822E-6	41.000070	59.300000	703.097662	NA	NA
15.879783	27.057574	290.724133	4.957220E-6	41.000113	59.200000	703.092743	NA	NA
15.882017	27.065406	290.724133	4.983775E-6	41.000129	59.200000	703.095285	NA	NA
15.883883	27.023732	290.099672	4.933818E-6	41.000141	59.300000	703.077447	NA	NA
15.885783	27.074025	290.099672	4.875049E-6	41.000125	59.300000	703.093775	NA	NA
15.887650	27.076338	290.099672	4.859345E-6	41.000141	59.300000	703.094525	NA	NA
15.889300	26.990252	290.724133	4.884633E-6	41.000156	59.200000	703.070884	NA	NA
15.891233	27.024110	290.724133	4.972646E-6	41.000199	59.200000	703.081878	NA	NA
15.892900	27.077799	290.099672	4.923709E-6	41.000195	59.300000	703.095000	NA	NA
15.894600	27.070842	290.099672	4.848030E-6	41.000188	59.300000	703.092741	NA	NA
15.896483	27.132275	290.099672	4.830811E-6	41.000176	59.300000	703.112681	NA	NA
15.898817	27.062661	290.099672	4.864662E-6	41.000125	59.300000	703.090086	NA	NA
15.900733	27.132997	290.099672	4.920401E-6	41.000133	59.300000	703.112915	NA	NA
15.902617	27.004648	290.099672	4.927480E-6	41.000121	59.300000	703.071251	NA	NA
15.904383	27.083517	290.099672	4.891341E-6	41.000156	59.300000	703.096856	NA	NA
15.908267	27.106724	290.724133	4.864353E-6	41.000176	59.200000	703.108697	NA	NA
15.910400	27.011995	290.724133	4.945627E-6	41.000152	59.200000	703.077945	NA	NA
15.912217	27.091749	290.724133	4.975243E-6	41.000160	59.200000	703.103836	NA	NA
15.913967	26.993890	290.099672	4.970235E-6	41.000117	59.300000	703.067758	NA	NA
15.915633	27.012250	290.099672	4.943556E-6	41.000098	59.300000	703.073719	NA	NA
15.917283	27.038810	290.099672	4.874400E-6	41.000094	59.300000	703.082343	NA	NA
15.919133	27.040789	290.099672	4.901141E-6	41.000117	59.300000	703.082985	NA	NA
15.921033	27.070410	290.099672	4.925378E-6	41.000102	59.300000	703.092601	NA	NA
15.922883	27.045364	290.724133	4.957777E-6	41.000113	59.200000	703.088779	NA	NA
15.924600	27.079841	290.724133	4.924234E-6	41.000086	59.200000	703.099971	NA	NA
15.926617	27.043768	290.724133	4.877801E-6	41.000070	59.200000	703.088261	NA	NA
15.928883	27.052892	290.099672	4.887075E-6	41.000109	59.300000	703.086914	NA	NA
15.930950	27.025737	290.724133	4.917340E-6	41.000113	59.200000	703.082406	NA	NA
15.932617	27.052700	290.724133	4.945627E-6	41.000125	59.200000	703.091160	NA	NA
15.934267	27.021257	290.724133	4.913446E-6	41.000121	59.200000	703.080952	NA	NA
15.936100	27.042398	290.724133	4.855604E-6	41.000113	59.200000	703.087816	NA	NA
15.940700	27.069756	290.099672	4.876595E-6	41.000102	59.300000	703.092389	NA	NA
15.942183	27.067898	290.099672	4.953078E-6	41.000109	59.300000	703.091786	NA	NA
15.944133	27.026840	290.099672	4.974161E-6	41.000113	59.300000	703.078456	NA	NA
15.945817	27.014512	290.724133	4.942907E-6	41.000055	59.200000	703.078762	NA	NA
15.947683	27.064989	290.099672	4.897555E-6	41.000016	59.300000	703.090842	NA	NA
15.949600	27.083582	290.099672	4.868248E-6	41.000020	59.300000	703.096877	NA	NA
15.951233	27.052899	290.099672	4.920896E-6	41.000059	59.300000	703.086917	NA	NA
15.952917	27.056218	290.099672	4.956973E-6	41.000062	59.300000	703.087994	NA	NA
15.954583	27.070454	290.099672	4.980066E-6	41.000047	59.300000	703.092616	NA	NA
15.956233	27.048505	290.099672	4.985476E-6	41.000074	59.300000	703.085490	NA	NA
15.957883	27.015452	290.724133	4.931468E-6	41.000094	59.200000	703.079067	NA	NA
15.959767	27.044898	290.724133	4.858108E-6	41.000105	59.200000	703.088627	NA	NA
15.961750	27.039794	290.724133	4.880429E-6	41.000125	59.200000	703.086971	NA	NA
15.964217	27.022963	290.724133	4.978211E-6	41.000102	59.200000	703.081506	NA	NA
15.966100	27.013574	290.724133	4.942134E-6	41.000125	59.200000	703.078457	NA	NA
15.967750	27.092265	290.099672	4.872854E-6	41.000148	59.300000	703.099695	NA	NA
15.969433	27.071402	290.099672	4.853842E-6	41.000125	59.300000	703.092923	NA	NA
15.971300	27.028443	290.099672	4.879038E-6	41.000117	59.300000	703.078977	NA	NA
15.973733	27.039254	290.724133	4.915145E-6	41.000082	59.200000	703.086795	NA	NA
15.977583	27.046057	290.099672	4.872144E-6	41.000055	59.300000	703.084695	NA	NA
15.979450	27.027401	290.099672	4.848834E-6	41.000066	59.300000	703.078639	NA	NA
15.981350	27.081068	290.099672	4.894433E-6	41.000070	59.300000	703.096061	NA	NA
15.983450	27.061303	290.724133	4.943927E-6	41.000098	59.200000	703.093953	NA	NA
15.985733	27.048609	290.724133	4.915857E-6	40.999996	59.200000	703.089832	NA	NA
15.987550	27.049727	290.099672	4.872113E-6	40.999977	59.300000	703.085887	NA	NA
15.989450	27.040984	290.099672	4.843053E-6	40.999992	59.300000	703.083048	NA	NA
15.991167	27.049277	290.724133	4.881356E-6	40.999996	59.200000	703.090049	NA	NA
15.992850	27.077583	290.099672	4.956354E-6	40.999996	59.300000	703.094930	NA	NA
15.994800	27.046756	290.099672	4.981147E-6	40.999969	59.300000	703.084922	NA	NA
15.997100	27.063713	290.099672	4.965010E-6	40.999969	59.300000	703.090427	NA	NA
15.998667	27.065755	290.099672	4.905067E-6	40.999961	59.300000	703.091090	NA	NA
16.000467	27.044608	290.099672	4.870722E-6	40.999941	59.300000	703.084225	NA	NA
16.002050	27.059026	290.099672	4.913074E-6	40.999957	59.300000	703.088906	NA	NA
16.006800	27.087656	290.099672	4.943896E-6	41.000000	59.300000	703.098199	NA	NA
16.008617	27.029505	290.724133	4.830966E-6	41.000012	59.200000	703.083630	NA	NA
16.012117	27.075989	290.099672	4.866857E-6	40.999961	59.300000	703.094412	NA	NA
16.013600	27.058707	290.099672	4.919319E-6	40.999961	59.300000	703.088802	NA	NA
16.015617	27.057639	290.099672	4.937775E-6	41.000004	59.300000	703.088455	NA	NA
16.017300	27.032307	290.724133	4.912703E-6	41.000000	59.200000	703.084540	NA	NA
16.019200	27.053921	290.724133	4.889981E-6	40.999965	59.200000	703.091557	NA	NA
16.021033	27.128969	290.099672	4.805338E-6	40.999977	59.300000	703.111608	NA	NA
16.023000	27.054053	290.099672	4.855295E-6	40.999980	59.300000	703.087291	NA	NA
16.027033	27.047275	290.724133	4.933911E-6	41.000000	59.200000	703.089399	NA	NA
16.028900	27.050606	290.724133	4.906582E-6	40.999957	59.200000	703.090481	NA	NA
16.030667	27.023273	290.099672	4.881387E-6	40.999945	59.300000	703.077298	NA	NA
16.032583	27.084647	290.099672	4.949863E-6	40.999918	59.300000	703.097223	NA	NA
16.034183	27.071082	290.724133	4.971101E-6	40.999938	59.200000	703.097128	NA	NA
16.036067	27.058454	290.724133	4.965258E-6	40.999961	59.200000	703.093028	NA	NA
16.037950	27.033248	290.099672	4.952089E-6	40.999977	59.300000	703.080537	NA	NA
16.039900	27.034003	290.099672	4.878543E-6	40.999969	59.300000	703.080782	NA	NA
16.041733	27.057890	290.724133	4.898081E-6	40.999977	59.200000	703.092845	NA	NA
16.044000	27.019577	290.724133	4.938269E-6	40.999965	59.200000	703.080407	NA	NA
16.045650	27.049963	290.099672	4.984146E-6	40.999945	59.300000	703.085964	NA	NA
16.047567	27.055512	290.099672	4.920277E-6	40.999938	59.300000	703.087765	NA	NA
16.049233	27.050151	290.099672	4.854986E-6	40.999926	59.300000	703.086024	NA	NA
16.050917	27.025832	290.099672	4.844599E-6	40.999867	59.300000	703.078129	NA	NA
16.052733	27.065596	290.724133	4.846237E-6	40.999844	59.200000	703.095347	NA	NA
16.054633	27.054415	290.724133	4.920741E-6	40.999863	59.200000	703.091717	NA	NA
16.056567	27.042210	290.724133	4.947946E-6	40.999848	59.200000	703.087755	NA	NA
16.060083	27.028430	290.724133	4.830965E-6	40.999848	59.200000	703.083281	NA	NA
16.062017	27.077908	290.099672	4.803884E-6	40.999867	59.300000	703.095035	NA	NA
16.064517	27.109886	290.099672	4.956602E-6	40.999828	59.300000	703.105414	NA	NA
16.067100	27.076664	290.099672	4.971409E-6	40.999789	59.300000	703.094631	NA	NA
16.068967	27.082228	290.099672	4.893289E-6	40.999844	59.300000	703.096438	NA	NA
16.070833	27.024330	290.724133	4.859685E-6	40.999816	59.200000	703.081950	NA	NA
16.072733	27.032324	290.724133	4.878203E-6	40.999848	59.200000	703.084545	NA	NA
16.074433	27.094799	290.724133	4.948626E-6	40.999879	59.200000	703.104826	NA	NA
16.076117	27.034569	290.724133	4.987300E-6	40.999910	59.200000	703.085274	NA	NA
16.077950	27.074606	290.724133	4.964361E-6	40.999859	59.200000	703.098272	NA	NA
16.079600	27.092604	290.099672	4.919937E-6	40.999844	59.300000	703.099805	NA	NA
16.081500	27.040343	290.099672	4.878698E-6	40.999816	59.300000	703.082840	NA	NA
16.083633	27.076531	290.099672	4.909396E-6	40.999797	59.300000	703.094588	NA	NA
16.087417	27.037940	290.099672	4.993545E-6	40.999812	59.300000	703.082060	NA	NA
16.089267	27.088482	290.099672	4.938146E-6	40.999812	59.300000	703.098467	NA	NA
16.091100	27.037175	290.099672	4.834613E-6	40.999879	59.300000	703.081812	NA	NA
16.092983	27.014928	290.724133	4.853718E-6	40.999856	59.200000	703.078897	NA	NA
16.094700	27.079389	290.099672	4.884200E-6	40.999809	59.300000	703.095516	NA	NA
16.096400	27.061945	290.099672	4.924853E-6	40.999801	59.300000	703.089853	NA	NA
16.098600	27.065997	290.724133	4.900955E-6	40.999816	59.200000	703.095477	NA	NA
16.100367	27.062373	290.099672	4.873812E-6	40.999848	59.300000	703.089992	NA	NA
16.101867	27.032574	290.099672	4.830193E-6	40.999871	59.300000	703.080318	NA	NA
16.104067	27.085210	290.099672	4.880583E-6	40.999887	59.300000	703.097405	NA	NA
16.105650	27.015832	290.099672	4.948193E-6	40.999887	59.300000	703.074882	NA	NA
16.107700	27.059512	290.099672	4.958611E-6	40.999871	59.300000	703.089064	NA	NA
16.109600	27.042278	290.724133	4.948688E-6	40.999902	59.200000	703.087777	NA	NA
16.111317	27.035044	290.099672	4.869300E-6	40.999906	59.300000	703.081120	NA	NA
