Tc(K),  Pressure(GPa)
17.26660250240614, 1.7713004484305017
25.7555341674687, 3.363228699551577
33.2050048123195, 6.143497757847541
40.59672762271411, 9.977578475336323
47.353224254090435, 13.744394618834079
54.97593840230992, 16.97309417040358
63.00288739172271, 22.48878923766815
71.83830606352251, 28.34080717488788
79.34552454282962, 29.372197309417025
85.98652550529349, 30.31390134529146
94.07122232916261, 30.739910313901323
