Tc(K),  Pressure(GPa)
34.53320500481229, 5.381165919282516
45.620789220404205, 13.677130044843047
55.14918190567852, 21.434977578475326
64.56207892204036, 27.802690582959627
76.5158806544754, 29.37219730941702
94.8796920115495, 31.0538116591928
