Wavelength(nm)  Intensity
690.49	6331.00
690.67	5990.00
690.84	6006.00
691.02	5949.00
691.19	5758.00
691.36	5856.00
691.54	6308.00
691.71	6098.00
691.89	5642.00
692.06	5666.00
692.24	6292.00
692.41	5637.00
692.59	6387.00
692.76	6037.00
692.93	6009.00
693.11	6012.00
693.28	6013.00
693.46	6235.00
693.63	6080.00
693.80	6148.00
693.98	6281.00
694.15	5933.00
694.33	5718.00
694.50	6369.00
694.67	6448.00
694.85	6723.00
695.02	6295.00
695.20	5941.00
695.37	5675.00
695.54	6499.00
695.72	5789.00
695.89	5709.00
696.07	6117.00
696.24	6269.00
696.41	6528.00
696.59	5941.00
696.76	6477.00
696.93	6899.00
697.11	5589.00
697.28	6685.00
697.45	6529.00
697.63	6417.00
697.80	6366.00
697.97	6563.00
698.15	5980.00
698.32	6236.00
698.49	5922.00
698.67	6127.00
698.84	5671.00
699.01	5548.00
699.19	6342.00
699.36	5830.00
699.53	6842.00
699.70	5782.00
699.88	6372.00
700.05	6535.00
700.22	6405.00
700.40	6490.00
700.57	6224.00
700.74	5969.00
700.91	6139.00
701.09	6869.00
701.26	6107.00
701.43	6423.00
701.60	5843.00
701.78	6131.00
701.95	6686.00
702.12	5501.00
702.29	5700.00
702.47	5803.00
702.64	6265.00
702.81	6543.00
702.98	6009.00
703.16	5681.00
703.33	5611.00
703.50	6849.00
703.67	5815.00
703.85	6156.00
704.02	5985.00
704.19	5824.00
704.36	6515.00
704.53	6369.00
704.71	6868.00
704.88	6684.00
705.05	5991.00
705.22	5964.00
705.39	6138.00
705.56	5973.00
705.74	6256.00
705.91	6543.00
706.08	5750.00
706.25	6445.00
706.42	6045.00
706.59	6303.00
706.77	5945.00
706.94	5867.00
707.11	6246.00
707.28	6175.00
707.45	6289.00
707.62	5941.00
707.80	5721.00
707.97	6489.00
708.14	5850.00
708.31	5905.00
708.48	6010.00
708.65	5987.00
708.82	6328.00
708.99	6771.00
709.16	6112.00
709.34	6143.00
709.51	5963.00
709.68	6072.00
709.85	6579.00
710.02	5701.00
710.19	7002.00
710.36	6627.00
710.53	5970.00
710.70	6085.00
710.87	5963.00
711.04	5913.00
711.22	6228.00
711.39	6197.00
711.56	6046.00
711.73	6057.00
711.90	6086.00
712.07	6406.00
712.24	6100.00
712.41	6359.00
712.58	5868.00
712.75	6482.00
712.92	6286.00
713.09	6282.00
713.26	6055.00
713.43	6144.00
713.60	6761.00
713.77	6237.00
713.94	6840.00
714.11	6019.00
714.28	6774.00
714.45	5948.00
714.62	6043.00
714.79	6093.00
714.96	5568.00
715.13	6189.00
715.30	6720.00
715.47	5523.00
715.64	6398.00
715.81	6014.00
715.98	6206.00
716.15	5982.00
716.32	6092.00
716.49	6331.00
716.66	5783.00
716.83	6266.00
717.00	6643.00
717.17	5714.00
717.34	6135.00
717.51	6424.00
717.68	6817.00
717.85	6171.00
718.02	6294.00
718.19	6031.00
718.35	5974.00
718.52	6362.00
718.69	5757.00
718.86	6570.00
719.03	6502.00
719.20	6366.00
719.37	6212.00
719.54	6376.00
719.71	5964.00
719.88	6372.00
720.05	6306.00
720.21	5941.00
720.38	6263.00
720.55	6349.00
720.72	6097.00
720.89	6230.00
721.06	6332.00
721.23	6197.00
721.40	6598.00
721.56	5670.00
721.73	6485.00
721.90	5903.00
722.07	6055.00
722.24	6887.00
722.41	6181.00
722.58	6509.00
722.74	5645.00
722.91	5945.00
723.08	6118.00
723.25	6472.00
723.42	6676.00
723.59	6368.00
723.75	6061.00
723.92	6106.00
724.09	5745.00
724.26	6289.00
724.43	5748.00
724.59	6004.00
724.76	6550.00
724.93	7027.00
725.10	5882.00
725.27	6249.00
725.43	6118.00
725.60	6045.00
725.77	6398.00
725.94	6537.00
726.10	6253.00
726.27	6720.00
726.44	5940.00
726.61	6826.00
726.78	5933.00
726.94	5807.00
727.11	6241.00
727.28	5914.00
727.45	6823.00
727.61	6247.00
727.78	6257.00
727.95	6721.00
728.11	6583.00
728.28	6506.00
728.45	6271.00
728.62	5818.00
728.78	6586.00
728.95	6501.00
729.12	6324.00
729.29	6080.00
729.45	6041.00
729.62	6734.00
729.79	6142.00
729.95	6005.00
730.12	6453.00
730.29	6546.00
730.45	6902.00
730.62	6222.00
730.79	6836.00
730.95	6085.00
731.12	6449.00
731.29	6737.00
731.45	6065.00
731.62	6931.00
731.79	6991.00
731.95	6687.00
732.12	6658.00
732.29	6664.00
732.45	7470.00
732.62	6378.00
732.79	6672.00
732.95	6454.00
733.12	6551.00
733.28	7375.00
733.45	6661.00
733.62	7023.00
733.78	6356.00
733.95	7041.00
734.12	6719.00
734.28	6494.00
734.45	6283.00
734.61	5748.00
734.78	6513.00
734.95	6663.00
735.11	6554.00
735.28	6690.00
735.44	6813.00
735.61	6736.00
735.77	7469.00
735.94	7390.00
736.11	6879.00
736.27	6457.00
736.44	6673.00
736.60	6587.00
736.77	6411.00
736.93	6676.00
737.10	7911.00
737.26	6572.00
737.43	6588.00
737.60	6234.00
737.76	6721.00
737.93	5990.00
738.09	6615.00
738.26	6378.00
738.42	6312.00
738.59	6443.00
738.75	7108.00
738.92	7006.00
739.08	6415.00
739.25	6059.00
739.41	6526.00
739.58	6268.00
739.74	7153.00
739.91	6611.00
740.07	6763.00
740.24	6913.00
740.40	6220.00
740.57	6550.00
740.73	7393.00
740.90	6029.00
741.06	6303.00
741.23	5924.00
741.39	7146.00
741.55	6382.00
741.72	6513.00
741.88	6026.00
742.05	6580.00
742.21	6110.00
742.38	6028.00
742.54	5839.00
742.71	6095.00
742.87	6320.00
743.03	5904.00
743.20	6825.00
743.36	5838.00
743.53	6051.00
743.69	6414.00
743.86	6361.00
744.02	5774.00
744.18	5908.00
744.35	7151.00
744.51	6275.00
744.67	6382.00
744.84	5908.00
745.00	6730.00
745.17	6434.00
745.33	6880.00
745.49	6962.00
745.66	6129.00
745.82	7564.00
745.99	6109.00
746.15	6470.00
746.31	6549.00
746.48	6868.00
746.64	6373.00
746.80	6649.00
746.97	5898.00
747.13	6426.00
747.29	5527.00
747.46	5908.00
747.62	6492.00
747.78	5937.00
747.95	5990.00
748.11	6107.00
748.27	6231.00
748.44	6308.00
748.60	6455.00
748.76	6593.00
748.92	6643.00
749.09	6597.00
749.25	6339.00
749.41	5839.00
749.58	6369.00
749.74	6603.00
749.90	5924.00
750.07	5875.00
750.23	6116.00
750.39	5984.00
750.55	6914.00
750.72	6064.00
750.88	6299.00
751.04	6214.00
751.20	6883.00
751.37	5527.00
751.53	6794.00
751.69	5975.00
751.85	6337.00
752.02	6107.00
752.18	6245.00
752.34	7100.00
752.50	6606.00
752.67	6422.00
752.83	5831.00
752.99	6366.00
753.15	6721.00
753.31	6622.00
753.48	6543.00
753.64	5853.00
753.80	6217.00
753.96	6296.00
754.12	6057.00
754.29	6243.00
754.45	6538.00
754.61	6331.00
754.77	5515.00
754.93	5425.00
755.09	6065.00
755.26	6231.00
755.42	6584.00
755.58	6461.00
755.74	6456.00
755.90	6236.00
756.06	6080.00
756.23	6220.00
756.39	6181.00
756.55	5646.00
756.71	6121.00
756.87	6201.00
757.03	6117.00
757.19	5784.00
757.36	6193.00
757.52	6443.00
757.68	6329.00
757.84	6752.00
758.00	6338.00
758.16	6734.00
758.32	5689.00
758.48	6246.00
758.64	5668.00
758.80	6065.00
758.97	6501.00
759.13	6042.00
759.29	5812.00
759.45	6207.00
759.61	6276.00
759.77	5888.00
759.93	6035.00
760.09	6734.00
760.25	6274.00
760.41	5816.00
760.57	8165.00
760.73	5981.00
760.89	6389.00
761.05	5800.00
761.21	6291.00
761.38	5734.00
761.54	6424.00
761.70	6977.00
761.86	6458.00
762.02	6266.00
762.18	6267.00
762.34	6554.00
762.50	6523.00
762.66	6479.00
762.82	6174.00
762.98	5559.00
763.14	6538.00
763.30	6665.00
763.46	6367.00
763.62	7448.00
763.78	6702.00
763.94	5894.00
764.10	5904.00
764.26	5985.00
764.42	6330.00
764.58	6897.00
764.74	5949.00
764.90	6281.00
765.05	6272.00
765.21	5559.00
765.37	6409.00
765.53	7070.00
765.69	5808.00
765.85	6531.00
766.01	5993.00
766.17	5773.00
766.33	6044.00
766.49	6318.00
766.65	6515.00
766.81	6343.00
766.97	5933.00
767.13	5836.00
767.29	6373.00
767.44	5854.00
767.60	5981.00
767.76	6322.00
767.92	6266.00
768.08	6419.00
768.24	5754.00
768.40	6203.00
768.56	5991.00
768.72	6016.00
768.88	7056.00
769.03	6329.00
769.19	5527.00
769.35	6238.00
769.51	6451.00
769.67	6711.00
769.83	6571.00
769.99	5953.00
770.14	5760.00
770.30	5561.00
770.46	6342.00
770.62	6604.00
770.78	6267.00
770.94	6383.00
771.09	5771.00
771.25	5854.00
771.41	6143.00
771.57	6693.00
771.73	6553.00
771.89	5991.00
772.04	6297.00
772.20	6140.00
772.36	6382.00
772.52	6456.00
772.68	6392.00
772.83	6165.00
772.99	6077.00
773.15	6523.00
773.31	6102.00
773.46	6228.00
773.62	6350.00
773.78	5774.00
773.94	6069.00
774.10	6670.00
774.25	6418.00
774.41	6163.00
774.57	6278.00
774.73	6173.00
774.88	5736.00
775.04	5928.00
775.20	6628.00
775.36	5346.00
