2.933934695E+00  4.905293286E-01
2.952937961E+00  -4.806440696E-02
2.971941227E+00  3.812616765E-01
2.990944494E+00  9.279330373E-01
3.009947760E+00  1.245734692E+00
3.028951026E+00  1.682031393E+00
3.047954292E+00  1.798316121E+00
3.066957559E+00  1.343141794E+00
3.085960825E+00  1.110594749E+00
3.104964091E+00  7.412879467E-01
3.123967357E+00  2.583969235E-01
3.142970624E+00  -1.606296003E-01
3.161973890E+00  5.186208710E-02
3.180977156E+00  1.014667630E+00
3.199980422E+00  1.320715666E+00
3.218983689E+00  1.667843819E+00
3.237986955E+00  1.232747912E+00
3.256990221E+00  1.210507631E+00
3.275993487E+00  1.144334912E+00
3.294996754E+00  1.089671969E+00
3.314000020E+00  1.397308350E+00
3.333003286E+00  1.489608407E+00
3.352006552E+00  1.420094490E+00
3.371009819E+00  1.620723009E+00
3.390013085E+00  1.327416420E+00
3.409016351E+00  1.376860738E+00
3.428019618E+00  1.027414680E+00
3.447022884E+00  7.005950212E-01
3.466026150E+00  7.470230460E-01
3.485029416E+00  1.416972399E+00
3.504032683E+00  1.751960516E+00
3.523035949E+00  1.686024070E+00
3.542039215E+00  1.700924873E+00
3.561042481E+00  2.444472790E+00
3.580045748E+00  4.214451790E+00
3.599049014E+00  6.424924850E+00
3.618052280E+00  9.268379211E+00
3.637055546E+00  1.042659092E+01
3.656058813E+00  1.056434441E+01
3.675062079E+00  9.028376579E+00
3.694065345E+00  7.429171085E+00
3.713068611E+00  6.151106358E+00
3.732071878E+00  5.471426964E+00
3.751075144E+00  4.898556709E+00
3.770078410E+00  3.574111700E+00
3.789081676E+00  2.316596746E+00
3.808084943E+00  1.232822776E+00
3.827088209E+00  1.206484795E+00
3.846091475E+00  9.858345389E-01
3.865094741E+00  8.889285326E-01
3.884098008E+00  2.847255170E-01
3.903101274E+00  1.345458347E-02
3.922104540E+00  4.233119637E-02
3.941107806E+00  2.855876684E-01
3.960111073E+00  7.220550776E-01
3.979114339E+00  1.057378650E+00
3.998117605E+00  1.431366682E+00
4.017120871E+00  1.051132679E+00
4.036124138E+00  1.277126908E+00
4.055127404E+00  1.190742731E+00
