2.827307538E+00  4.337922931E-01
2.846293732E+00  1.121822596E-01
2.865279926E+00  9.250822663E-02
2.884266119E+00  7.972948998E-02
2.903252313E+00  8.569111675E-02
2.922238506E+00  5.189747810E-01
2.941224700E+00  1.101272464E+00
2.960210894E+00  1.291514993E+00
2.979197087E+00  1.151212811E+00
2.998183281E+00  4.122370780E-01
3.017169474E+00  -1.005954817E-01
3.036155668E+00  1.320321113E-01
3.055141862E+00  3.234417439E-01
3.074128055E+00  3.410541713E-01
3.093114249E+00  6.634028554E-01
3.112100442E+00  6.098420620E-01
3.131086636E+00  1.588087201E+00
3.150072830E+00  1.230461597E+00
3.169059023E+00  1.270051360E+00
3.188045217E+00  7.369108796E-01
3.207031410E+00  1.016463041E+00
3.226017604E+00  1.219321966E+00
3.245003798E+00  1.260049462E+00
3.263989991E+00  1.292323351E+00
3.282976185E+00  1.576822162E+00
3.301962378E+00  1.986245990E+00
3.320948572E+00  2.272956610E+00
3.339934766E+00  2.853465319E+00
3.358920959E+00  3.220111609E+00
3.377907153E+00  3.906359673E+00
3.396893346E+00  4.947712898E+00
3.415879540E+00  6.913240433E+00
3.434865734E+00  1.051391411E+01
3.453851927E+00  1.407855415E+01
3.472838121E+00  1.899524689E+01
3.491824314E+00  2.272171593E+01
3.510810508E+00  2.346173096E+01
3.529796702E+00  2.084813309E+01
3.548782895E+00  1.529191113E+01
3.567769089E+00  1.068837547E+01
3.586755282E+00  6.607881546E+00
3.605741476E+00  3.735813856E+00
3.624727670E+00  2.522838116E+00
3.643713863E+00  1.934877038E+00
3.662700057E+00  1.697281599E+00
3.681686250E+00  2.069449902E+00
3.700672444E+00  2.285778761E+00
3.719658638E+00  1.880207181E+00
3.738644831E+00  9.134095907E-01
3.757631025E+00  7.740479708E-01
3.776617218E+00  8.268610239E-01
3.795603412E+00  9.957758188E-01
3.814589606E+00  1.057736754E+00
3.833575799E+00  5.239915848E-01
3.852561993E+00  5.426726937E-01
3.871548186E+00  4.643807709E-01
3.890534380E+00  7.886505127E-01
3.909520574E+00  9.884898067E-01
3.928506767E+00  1.069557905E+00
3.947492961E+00  8.764944673E-01
3.966479154E+00  1.152881503E+00
3.985465348E+00  5.369223952E-01
4.004451542E+00  -1.424500495E-01
4.023437735E+00  2.314068526E-01
4.042423929E+00  7.926819324E-01
4.061410122E+00  1.727646589E+00
4.080396316E+00  1.246290922E+00
4.099382510E+00  9.867874384E-01
4.118368703E+00  7.099434137E-01
4.137354897E+00  8.853126168E-01
4.156341091E+00  1.120885015E+00
4.175327284E+00  1.028273821E+00
4.194313478E+00  8.220303059E-01
4.213299671E+00  9.947310686E-01
4.232285865E+00  8.172728419E-01
4.251272059E+00  7.712647915E-01
4.270258252E+00  2.670324445E-01
4.289244446E+00  1.138491184E-01
4.308230639E+00  2.405486405E-01
4.327216833E+00  5.195007920E-01
4.346203027E+00  3.566248417E-01
4.365189220E+00  4.130104780E-01
4.384175414E+00  8.890866041E-01
4.403161607E+00  9.890887737E-01
4.422147801E+00  9.541171789E-01
4.441133995E+00  8.606989980E-01
4.460120188E+00  8.978229165E-01
4.479106382E+00  3.480003178E-01
4.498092575E+00  8.828734607E-02
4.517078769E+00  3.731228709E-01
4.536064963E+00  7.275503278E-01
4.555051156E+00  8.826009035E-01
4.574037350E+00  3.118591309E-01
4.593023543E+00  -1.830359548E-01
4.612009737E+00  -1.628133506E-01
4.630995931E+00  4.692586958E-01
4.649982124E+00  9.950751662E-01
4.668968318E+00  9.012484550E-01
4.687954511E+00  8.443567753E-01
4.706940705E+00  9.092518687E-01
4.725926899E+00  8.962972760E-01
4.744913092E+00  1.229089022E+00
4.763899286E+00  1.110878825E+00
4.782885479E+00  1.603023291E+00
4.801871673E+00  1.542727709E+00
4.820857867E+00  6.605247855E-01
4.839844060E+00  4.509433210E-01
4.858830254E+00  6.280133128E-01
4.877816447E+00  1.296819806E+00
4.896802641E+00  1.723399043E+00
4.915788835E+00  1.793720484E+00
4.934775028E+00  1.508663535E+00
4.953761222E+00  1.799397707E+00
4.972747415E+00  1.902242064E+00
4.991733609E+00  1.907320023E+00
5.010719803E+00  1.921580672E+00
5.029705996E+00  1.488364697E+00
5.048692190E+00  1.266949892E+00
5.067678383E+00  1.418426394E+00
5.086664577E+00  1.861094236E+00
5.105650771E+00  1.223508120E+00
5.124636964E+00  8.493419290E-01
5.143623158E+00  5.348272324E-01
5.162609351E+00  3.626596928E-01
5.181595545E+00  3.871015012E-01
5.200581739E+00  1.192249805E-01
5.219567932E+00  5.221114680E-02
5.238554126E+00  9.310032129E-01
