2.827307538E+00  3.040857315E-01
2.846293732E+00  5.858877897E-01
2.865279926E+00  1.264232278E+00
2.884266119E+00  1.827113271E+00
2.903252313E+00  2.205262661E+00
2.922238506E+00  1.844787359E+00
2.941224700E+00  1.430790067E+00
2.960210894E+00  1.019135952E+00
2.979197087E+00  1.146812081E+00
2.998183281E+00  1.081935883E+00
3.017169474E+00  1.254761338E+00
3.036155668E+00  1.802274823E+00
3.055141862E+00  2.084820986E+00
3.074128055E+00  1.802115798E+00
3.093114249E+00  1.636466980E+00
3.112100442E+00  1.501690030E+00
3.131086636E+00  1.805976629E+00
3.150072830E+00  1.887557626E+00
3.169059023E+00  2.300220966E+00
3.188045217E+00  1.716790318E+00
3.207031410E+00  1.827646255E+00
3.226017604E+00  1.613631368E+00
3.245003798E+00  1.665558815E+00
3.263989991E+00  1.515006542E+00
3.282976185E+00  2.037025690E+00
3.301962378E+00  1.574549437E+00
3.320948572E+00  1.858048081E+00
3.339934766E+00  2.115243673E+00
3.358920959E+00  2.463043213E+00
3.377907153E+00  3.460140705E+00
3.396893346E+00  4.063085556E+00
3.415879540E+00  4.924122810E+00
3.434865734E+00  4.933472633E+00
3.453851927E+00  3.888440132E+00
3.472838121E+00  3.618922234E+00
3.491824314E+00  2.941190958E+00
3.510810508E+00  2.316603899E+00
3.529796702E+00  2.021648884E+00
3.548782895E+00  2.072580576E+00
3.567769089E+00  2.301407337E+00
3.586755282E+00  1.878758311E+00
3.605741476E+00  7.698062658E-01
3.624727670E+00  5.460554361E-01
3.643713863E+00  1.198130846E+00
3.662700057E+00  1.816364169E+00
3.681686250E+00  1.815810800E+00
3.700672444E+00  1.362970591E+00
3.719658638E+00  1.742814660E+00
3.738644831E+00  1.431667805E+00
3.757631025E+00  1.456436872E+00
3.776617218E+00  2.015649080E+00
3.795603412E+00  2.100215435E+00
3.814589606E+00  2.651977301E+00
3.833575799E+00  2.464957476E+00
3.852561993E+00  2.272512674E+00
3.871548186E+00  1.470808268E+00
3.890534380E+00  9.989863038E-01
3.909520574E+00  9.578309059E-01
3.928506767E+00  1.432871938E+00
3.947492961E+00  1.739685297E+00
3.966479154E+00  1.582112789E+00
