"Histogram","PWDR 1_ReMoB2_0bars_0p2GPa_S_P1_C1_D1w_010.fxye Bank 1"
"Instparm: Type","PXC"
"Instparm: Bank",      1.00
"Instparm: Lam",  0.413263
"Instparm: Polariz.",      0.99
"Instparm: Azimuth",      0.00
"Instparm: Zero", -0.000383
"Instparm: U",    234.80
"Instparm: V",    -21.61
"Instparm: W",      7.33
"Instparm: X",      0.00
"Instparm: Y",      0.00
"Instparm: Z",      0.00
"Instparm: SH/L",      0.00
"Samparm: InstrName",
"Samparm: Scale",      0.04
"Samparm: Type",Debye-Scherrer
"Samparm: DisplaceX",    -43.90
"Samparm: DisplaceY",    -55.13
"Samparm: Temperature",    300.00
"Samparm: Pressure",      0.10
"Samparm: Time",      0.00
"Samparm: Gonio. radius",    200.00
"Samparm: Omega",      0.00
"Samparm: Chi",      0.00
"Samparm: Phi",      0.00
"Samparm: Azimuth",      0.00
"Samparm: SurfRoughA",      0.00
"Samparm: SurfRoughB",      0.00
"Samparm: Shift",      0.00
"Samparm: Transparency",      0.00
"x","y_obs","weight","y_calc","y_bkg","Q"
4.79625,147.55,0.00677738,147.707,147.605,1.27245
4.81526,147.422,0.00678319,147.607,147.504,1.27749
4.83426,147.856,0.00676334,147.509,147.405,1.28253
4.85326,147.728,0.00676924,147.416,147.31,1.28756
4.87227,147.842,0.00676401,147.324,147.217,1.2926
4.89127,147.753,0.00676802,147.235,147.127,1.29764
4.91027,147.73,0.00676913,147.148,147.04,1.30268
4.92928,147.75,0.00676824,147.064,146.955,1.30772
4.94828,147.175,0.0067946,146.983,146.873,1.31275
4.96728,146.775,0.00681312,146.905,146.793,1.31779
4.98629,146.444,0.00682855,146.829,146.716,1.32283
5.00529,146.188,0.00684053,146.757,146.641,1.32787
5.02429,146.014,0.00684869,146.686,146.569,1.33291
5.0433,146.22,0.00683895,146.617,146.499,1.33794
5.0623,146.138,0.0068428,146.55,146.431,1.34298
5.0813,145.916,0.00685322,146.486,146.365,1.34802
5.10031,146.154,0.00684212,146.423,146.302,1.35306
5.11931,146.362,0.00683239,146.363,146.24,1.35809
5.13831,146.598,0.00682134,146.305,146.181,1.36313
5.15732,146.482,0.00682675,146.249,146.124,1.36817
5.17632,146.252,0.00683748,146.195,146.068,1.37321
5.19532,145.735,0.00686174,146.143,146.015,1.37824
5.21433,146.453,0.0068281,146.093,145.963,1.38328
5.23333,146.997,0.0068029,146.044,145.913,1.38832
5.25233,147.214,0.00679281,145.997,145.865,1.39336
5.27134,146.724,0.00681548,145.952,145.818,1.3984
5.29034,146.112,0.00684404,145.909,145.773,1.40343
5.30934,145.565,0.00686982,145.867,145.73,1.40847
5.32835,145.223,0.00688602,145.827,145.688,1.41351
5.34735,145.35,0.00687997,145.788,145.647,1.41854
5.36635,145.744,0.0068614,145.75,145.608,1.42358
5.38536,145.488,0.00687347,145.714,145.57,1.42862
5.40436,144.76,0.00690801,145.68,145.534,1.43366
5.42336,144.509,0.00691997,145.646,145.498,1.43869
5.44237,144.353,0.00692746,145.614,145.464,1.44373
5.46137,144.739,0.00690893,145.583,145.431,1.44877
5.48037,144.339,0.00692815,145.553,145.399,1.4538
5.49938,144.874,0.00690262,145.525,145.368,1.45884
5.51838,144.908,0.0069009,145.497,145.339,1.46388
5.53738,144.85,0.00690365,145.47,145.31,1.46891
5.55639,144.9,0.00690124,145.444,145.281,1.47395
5.57539,145,0.00689655,145.42,145.254,1.47899
5.59439,144.925,0.0069001,145.396,145.228,1.48402
5.6134,145.057,0.00689391,145.372,145.202,1.48906
5.6324,145.2,0.00688705,145.35,145.177,1.4941
5.6514,145.505,0.00687255,145.329,145.153,1.49913
5.67041,145.744,0.0068614,145.308,145.129,1.50417
5.68941,145.226,0.00688579,145.288,145.106,1.50921
5.70841,144.7,0.00691089,145.268,145.083,1.51424
5.72741,144.112,0.00693901,145.249,145.061,1.51928
5.74642,144.179,0.00693577,145.231,145.039,1.52432
5.76542,144.347,0.00692769,145.213,145.018,1.52935
5.78442,144.29,0.00693046,145.196,144.997,1.53439
5.80343,144.28,0.00693104,145.179,144.976,1.53942
5.82243,144.306,0.00692977,145.163,144.956,1.54446
5.84143,144.601,0.0069156,145.147,144.936,1.5495
5.86044,144.68,0.00691181,145.132,144.916,1.55453
5.87944,144.029,0.00694306,145.117,144.897,1.55957
5.89844,143.781,0.00695499,145.103,144.878,1.5646
5.91745,143.337,0.00697662,145.089,144.859,1.56964
5.93645,143.732,0.00695743,145.075,144.839,1.57468
5.95545,143.894,0.00694954,145.062,144.821,1.57971
5.97446,144.115,0.00693889,145.049,144.802,1.58475
5.99346,144.041,0.00694248,145.036,144.783,1.58978
6.01246,144.081,0.00694051,145.024,144.764,1.59482
6.03147,143.773,0.00695534,145.012,144.745,1.59986
6.05047,143.618,0.00696288,145.001,144.726,1.60489
6.06947,143.551,0.00696614,144.99,144.708,1.60993
6.08848,143.665,0.00696068,144.98,144.689,1.61496
6.10748,143.961,0.0069463,144.97,144.67,1.62
6.12648,144.205,0.00693462,144.961,144.65,1.62503
6.14549,144.369,0.00692665,144.952,144.631,1.63007
6.16449,144.457,0.00692251,144.945,144.612,1.6351
6.18349,144.791,0.00690652,144.937,144.592,1.64014
6.2025,145.985,0.00685005,144.931,144.572,1.64518
6.2215,146.352,0.00683284,144.926,144.553,1.65021
6.2405,148.942,0.006714,144.922,144.532,1.65524
6.25951,149.479,0.00668997,144.919,144.512,1.66028
6.27851,150.228,0.00665661,144.918,144.492,1.66532
6.29751,147.691,0.00677091,144.918,144.471,1.67035
6.31652,146.152,0.00684223,144.921,144.45,1.67539
6.33552,144.466,0.00692205,144.925,144.429,1.68042
6.35452,144.416,0.00692446,144.933,144.407,1.68545
6.37353,145.286,0.00688293,144.944,144.385,1.69049
6.39253,147.158,0.00679538,144.959,144.363,1.69552
6.41153,150.311,0.00665292,144.979,144.341,1.70056
6.43054,152.482,0.00655822,145.004,144.318,1.7056
6.44954,152.997,0.00653607,145.037,144.296,1.71063
6.46854,150.696,0.00663591,145.078,144.273,1.71566
6.48755,147.689,0.00677103,145.13,144.249,1.7207
6.50655,145.828,0.00685742,145.195,144.225,1.72573
6.52555,144.947,0.00689907,145.277,144.202,1.73077
6.54456,144.715,0.0069102,145.381,144.177,1.7358
6.56356,144.63,0.00691422,145.512,144.153,1.74084
6.58256,143.925,0.00694803,145.681,144.128,1.74587
6.60157,143.64,0.00696184,145.901,144.103,1.75091
6.62057,143.916,0.0069485,146.19,144.078,1.75594
6.63957,144.3,0.00693,146.582,144.052,1.76097
6.65857,144.326,0.00692873,147.139,144.027,1.76601
6.67758,144.876,0.00690251,148,144.001,1.77104
6.69658,146.439,0.00682878,149.465,143.974,1.77608
6.71558,149.648,0.00668232,152.101,143.948,1.78111
6.73459,153.827,0.00650081,156.749,143.921,1.78614
6.75359,162.422,0.00615679,164.197,143.894,1.79118
6.77259,169.786,0.00588976,174.447,143.867,1.79621
6.7916,178.801,0.00559285,185.286,143.84,1.80125
6.8106,184.772,0.00541206,190.763,143.812,1.80628
6.8296,186.991,0.00534782,186.085,143.785,1.81131
6.84861,179.724,0.0055641,175.389,143.757,1.81635
6.86761,170.566,0.00586283,164.894,143.729,1.82138
6.88661,159.779,0.00625862,157.117,143.701,1.82641
6.90562,153.9,0.00649767,152.19,143.673,1.83145
6.92462,148.98,0.00671235,149.358,143.645,1.83648
6.94362,145.659,0.00686538,147.766,143.616,1.84151
6.96263,145.002,0.00689643,146.817,143.588,1.84655
6.98163,144.78,0.0069071,146.191,143.559,1.85158
7.00063,144.538,0.00691859,145.739,143.531,1.85661
7.01964,143.951,0.00694676,145.395,143.502,1.86165
7.03864,143.82,0.00695313,145.123,143.474,1.86668
7.05764,144.027,0.00694317,144.903,143.445,1.87171
7.07665,144.431,0.00692366,144.722,143.417,1.87675
7.09565,144.38,0.00692619,144.57,143.388,1.88178
7.11465,143.82,0.00695313,144.441,143.36,1.88681
7.13366,143.463,0.00697044,144.329,143.332,1.89185
7.15266,143.436,0.00697172,144.231,143.303,1.89688
7.17166,143.485,0.0069694,144.145,143.275,1.90191
7.19067,143.421,0.00697254,144.068,143.247,1.90694
7.20967,143.461,0.00697056,143.999,143.22,1.91198
7.22867,143.564,0.00696556,143.936,143.192,1.91701
7.24768,143.667,0.00696056,143.878,143.165,1.92204
7.26668,144.082,0.00694051,143.825,143.137,1.92707
7.28568,144.051,0.00694201,143.777,143.11,1.93211
7.30469,143.734,0.00695731,143.731,143.084,1.93714
7.32369,143.766,0.00695568,143.689,143.057,1.94217
7.34269,143.636,0.00696207,143.649,143.031,1.9472
7.3617,144.022,0.0069434,143.612,143.005,1.95224
7.3807,143.785,0.00695487,143.577,142.98,1.95727
7.3997,143.903,0.00694919,143.544,142.955,1.9623
7.41871,143.848,0.00695174,143.513,142.93,1.96733
7.43771,143.719,0.00695801,143.484,142.905,1.97237
7.45671,143.628,0.00696242,143.457,142.881,1.9774
7.47572,143.409,0.006973,143.431,142.858,1.98243
7.49472,143.811,0.0069536,143.406,142.835,1.98746
7.51372,144.131,0.00693808,143.383,142.812,1.99249
7.53273,144.114,0.00693901,143.362,142.79,1.99753
7.55173,143.759,0.00695615,143.342,142.768,2.00256
7.57073,143.791,0.00695452,143.323,142.747,2.00759
7.58973,144.418,0.00692435,143.305,142.727,2.01262
7.60874,144.536,0.00691871,143.289,142.707,2.01765
7.62774,144.28,0.00693104,143.274,142.688,2.02268
7.64674,143.753,0.00695638,143.26,142.669,2.02771
7.66575,143.763,0.00695592,143.248,142.651,2.03275
7.68475,143.915,0.0069485,143.237,142.633,2.03778
7.70375,144.174,0.006936,143.228,142.616,2.04281
7.72276,144.103,0.00693947,143.219,142.6,2.04784
7.74176,144.443,0.0069232,143.212,142.585,2.05287
7.76076,144.343,0.00692792,143.207,142.57,2.0579
7.77977,144.18,0.00693577,143.203,142.556,2.06293
7.79877,144.056,0.00694167,143.2,142.543,2.06796
7.81777,144.413,0.00692458,143.199,142.531,2.07299
7.83678,144.716,0.00691008,143.199,142.519,2.07803
7.85578,144.622,0.00691456,143.201,142.508,2.08306
7.87478,144.155,0.00693693,143.204,142.498,2.08809
7.89379,144.292,0.00693035,143.209,142.489,2.09312
7.91279,144.08,0.00694063,143.216,142.481,2.09815
7.93179,144.139,0.00693774,143.224,142.473,2.10318
7.9508,144.11,0.00693912,143.235,142.467,2.10821
7.9698,144.353,0.00692746,143.247,142.461,2.11324
7.9888,144.604,0.00691537,143.261,142.457,2.11827
8.00781,144.953,0.00689872,143.276,142.453,2.1233
8.02681,145.466,0.00687449,143.294,142.45,2.12833
8.04581,145.494,0.00687312,143.314,142.448,2.13336
8.06482,145.147,0.00688956,143.336,142.447,2.13839
8.08382,144.926,0.0069001,143.361,142.447,2.14342
8.10282,144.852,0.00690365,143.388,142.448,2.14845
8.12183,144.786,0.00690675,143.417,142.45,2.15348
8.14083,144.964,0.00689826,143.449,142.454,2.15851
8.15983,145.058,0.0068938,143.483,142.458,2.16354
8.17884,145.383,0.00687837,143.52,142.463,2.16857
8.19784,145.248,0.00688476,143.56,142.469,2.1736
8.21684,145.369,0.00687905,143.603,142.476,2.17863
8.23585,145.567,0.00686971,143.65,142.485,2.18366
8.25485,145.66,0.00686527,143.7,142.494,2.18869
8.27385,145.644,0.00686606,143.753,142.505,2.19372
8.29286,145.777,0.00685981,143.81,142.516,2.19875
8.31186,146.035,0.00684767,143.872,142.529,2.20378
8.33086,146.013,0.00684869,143.937,142.543,2.20881
8.34987,145.696,0.00686356,144.008,142.558,2.21384
8.36887,145.79,0.00685913,144.083,142.574,2.21887
8.38787,145.801,0.00685867,144.163,142.591,2.2239
8.40688,145.755,0.00686083,144.249,142.609,2.22893
8.42588,145.558,0.00687005,144.342,142.628,2.23395
8.44488,145.83,0.00685731,144.441,142.649,2.23898
8.46389,146.176,0.0068411,144.547,142.671,2.24401
8.48289,146.159,0.00684189,144.661,142.694,2.24904
8.50189,146.1,0.00684461,144.784,142.717,2.25407
8.52089,146.036,0.00684755,144.916,142.743,2.2591
8.5399,146.096,0.00684483,145.058,142.769,2.26413
8.5589,146.163,0.00684166,145.212,142.796,2.26916
8.5779,146.563,0.00682303,145.379,142.825,2.27418
8.59691,146.676,0.00681773,145.561,142.855,2.27921
8.61591,146.565,0.00682292,145.758,142.885,2.28424
8.63491,146.199,0.00683997,145.973,142.917,2.28927
8.65392,146.041,0.00684733,146.209,142.951,2.2943
8.67292,145.876,0.00685515,146.468,142.985,2.29933
8.69192,145.889,0.00685447,146.754,143.02,2.30435
8.71093,146.296,0.00683544,147.071,143.057,2.30938
8.72993,146.937,0.0068057,147.424,143.095,2.31441
8.74893,147.115,0.0067974,147.818,143.133,2.31944
8.76794,147.103,0.00679796,148.262,143.173,2.32447
8.78694,147.202,0.00679337,148.764,143.215,2.32949
8.80594,147.547,0.00677749,149.336,143.257,2.33452
8.82495,147.753,0.00676802,149.991,143.3,2.33955
8.84395,147.821,0.0067649,150.749,143.344,2.34458
8.86295,147.898,0.00676145,151.634,143.39,2.3496
8.88196,147.992,0.00675712,152.675,143.437,2.35463
8.90096,147.842,0.00676401,153.915,143.484,2.35966
8.91996,148.003,0.00675667,155.409,143.533,2.36469
8.93897,148.817,0.00671973,157.237,143.583,2.36972
8.95797,150.329,0.00665205,159.508,143.634,2.37474
8.97697,152.131,0.00657332,162.403,143.686,2.37977
8.99598,154.788,0.00646043,166.233,143.738,2.3848
9.01498,158.657,0.00630292,171.568,143.792,2.38982
9.03398,166.562,0.00600376,179.489,143.847,2.39485
9.05299,182.932,0.00546654,191.862,143.903,2.39988
9.07199,212.525,0.00470535,211.435,143.96,2.4049
9.09099,251.873,0.00397026,241.471,144.018,2.40993
9.11,290.336,0.00344426,284.48,144.077,2.41496
9.129,343.42,0.00291188,339.468,144.137,2.41998
9.148,390.118,0.00256333,396.505,144.198,2.42501
9.16701,416.44,0.0024013,430.785,144.259,2.43004
9.18601,402.363,0.00248532,418.637,144.322,2.43506
9.20501,361.235,0.00276828,370.369,144.386,2.44009
9.22402,319.893,0.00312603,314.74,144.45,2.44512
9.24302,277.988,0.00359727,268.908,144.515,2.45014
9.26202,252.788,0.00395589,237.688,144.581,2.45517
9.28103,238.853,0.00418666,220.645,144.648,2.4602
9.30003,239.319,0.00417854,215.723,144.716,2.46522
9.31903,236.066,0.00423613,220.594,144.784,2.47025
9.33804,248.307,0.0040273,232.599,144.854,2.47527
9.35704,253.048,0.00395181,246.962,144.924,2.4803
9.37604,258.438,0.0038694,254.777,144.995,2.48532
9.39505,245.874,0.00406711,248.067,145.066,2.49035
9.41405,233.585,0.00428109,229.984,145.138,2.49538
9.43305,212.123,0.00471427,209.641,145.211,2.5004
9.45206,192.376,0.00519813,192.406,145.285,2.50543
9.47106,174.786,0.00572125,179.65,145.359,2.51045
9.49006,163.996,0.0060977,170.92,145.434,2.51548
9.50906,157.882,0.00633385,165.195,145.51,2.5205
9.52807,154.802,0.00645991,161.452,145.586,2.52553
9.54707,152.865,0.00654168,158.925,145.662,2.53055
