[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1657387168.784000 7/9/2022, 1:19:28 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.53,  Build 056

INFO, NAME, 0395_Mn
INFO, WEIGHT, 21.480
INFO, AREA, 0.000
INFO, LENGTH, 0.000
INFO, SHAPE, 
INFO, COMMENT, 
INFO, SEQUENCE FILE: 0395_Mn5_220709.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1657457907.574,,-7.000000e+004,5.003060e+000,-4.537867e-001,1.691142e-004,3,9.764776e-001,3.726734e-002,,,,,,,,,,,,,,48,2,4.000000e+000,1.295233e-002,0.000000e+000,0,,0,
1657458196.270,,-6.500000e+004,4.999574e+000,-4.475577e-001,8.880552e-004,3,9.769408e-001,1.984225e-001,,,,,,,,,,,,,,48,2,4.000000e+000,1.805305e-003,0.000000e+000,0,,0,
1657458477.813,,-6.000000e+004,5.000658e+000,-4.409171e-001,8.572880e-004,3,9.770156e-001,1.944329e-001,,,,,,,,,,,,,,48,2,4.000000e+000,3.973961e-003,0.000000e+000,0,,0,
1657458758.161,,-5.500000e+004,5.000025e+000,-4.338256e-001,7.738583e-004,3,9.769326e-001,1.783800e-001,,,,,,,,,,,,,,48,2,4.000000e+000,6.322861e-004,0.000000e+000,0,,0,
1657459046.024,,-5.000000e+004,5.000138e+000,-4.262999e-001,7.636799e-004,3,9.769913e-001,1.791414e-001,,,,,,,,,,,,,,48,2,4.000000e+000,9.927750e-004,0.000000e+000,0,,0,
1657459325.794,,-4.500000e+004,4.999935e+000,-4.182007e-001,7.153163e-004,3,9.768194e-001,1.710462e-001,,,,,,,,,,,,,,48,2,4.000000e+000,1.264095e-003,0.000000e+000,0,,0,
1657459603.783,,-4.000000e+004,5.000838e+000,-4.093171e-001,6.708935e-004,3,9.767264e-001,1.639056e-001,,,,,,,,,,,,,,48,2,4.000000e+000,4.336834e-003,0.000000e+000,0,,0,
1657459882.327,,-3.500000e+004,5.000093e+000,-3.996647e-001,5.667276e-004,3,9.767045e-001,1.418008e-001,,,,,,,,,,,,,,48,2,4.000000e+000,9.031296e-004,0.000000e+000,0,,0,
1657460165.864,,-3.000000e+004,5.000228e+000,-3.888493e-001,5.819848e-004,3,9.766909e-001,1.496685e-001,,,,,,,,,,,,,,48,2,4.000000e+000,9.932518e-004,0.000000e+000,0,,0,
1657460441.542,,-2.500000e+004,4.999867e+000,-3.764592e-001,5.465393e-004,3,9.765838e-001,1.451789e-001,,,,,,,,,,,,,,48,2,4.000000e+000,5.407333e-004,0.000000e+000,0,,0,
1657460718.269,,-2.000000e+004,5.000273e+000,-3.618772e-001,5.240750e-004,3,9.765513e-001,1.448212e-001,,,,,,,,,,,,,,48,2,4.000000e+000,1.264095e-003,0.000000e+000,0,,0,
1657460994.111,,-1.500000e+004,5.000071e+000,-3.438537e-001,3.619571e-004,3,9.763694e-001,1.052649e-001,,,,,,,,,,,,,,48,2,4.000000e+000,1.533985e-003,0.000000e+000,0,,0,
1657461268.154,,-1.000000e+004,4.999957e+000,-3.196900e-001,2.310280e-004,3,9.761198e-001,7.226624e-002,,,,,,,,,,,,,,48,2,4.000000e+000,6.322861e-004,0.000000e+000,0,,0,
1657461418.677,,-1.000000e+004,5.000816e+000,-3.191112e-001,1.639934e-004,3,9.757053e-001,5.139067e-002,,,,,,,,,,,,,,48,2,4.000000e+000,3.432751e-003,0.000000e+000,0,,0,
1657461676.995,,-9.000000e+003,5.000726e+000,-3.133124e-001,2.850391e-004,3,9.758872e-001,9.097601e-002,,,,,,,,,,,,,,48,2,4.000000e+000,4.065990e-003,0.000000e+000,0,,0,
1657461929.591,,-8.000000e+003,5.000025e+000,-3.065892e-001,3.034995e-004,3,9.757657e-001,9.899221e-002,,,,,,,,,,,,,,48,2,4.000000e+000,1.264095e-003,0.000000e+000,0,,0,
1657462199.666,,-7.000000e+003,4.999844e+000,-2.989748e-001,2.194797e-004,3,9.756238e-001,7.341079e-002,,,,,,,,,,,,,,48,2,4.000000e+000,9.927750e-004,0.000000e+000,0,,0,
1657462471.976,,-6.000000e+003,5.000951e+000,-2.904989e-001,2.520382e-004,3,9.755397e-001,8.676045e-002,,,,,,,,,,,,,,48,2,4.000000e+000,3.613949e-003,0.000000e+000,0,,0,
1657462737.187,,-5.000000e+003,5.000093e+000,-2.805423e-001,2.563793e-004,3,9.753852e-001,9.138702e-002,,,,,,,,,,,,,,48,2,4.000000e+000,9.927750e-004,0.000000e+000,0,,0,
1657463011.930,,-4.000000e+003,5.000093e+000,-2.684565e-001,2.076364e-004,3,9.752561e-001,7.734454e-002,,,,,,,,,,,,,,48,2,4.000000e+000,5.421638e-004,0.000000e+000,0,,0,
1657463280.615,,-3.000000e+003,5.000274e+000,-2.529401e-001,1.252604e-004,3,9.750714e-001,4.952177e-002,,,,,,,,,,,,,,48,2,4.000000e+000,7.219315e-004,0.000000e+000,0,,0,
1657463550.890,,-2.000000e+003,4.999889e+000,-2.307154e-001,2.066565e-004,3,9.745624e-001,8.957207e-002,,,,,,,,,,,,,,48,2,4.000000e+000,9.927750e-004,0.000000e+000,0,,0,
1657463816.658,,-1.000000e+003,5.000274e+000,-1.904816e-001,1.413394e-004,3,9.733967e-001,7.420111e-002,,,,,,,,,,,,,,48,2,4.000000e+000,9.927750e-004,0.000000e+000,0,,0,
1657464046.820,,0.000000e+000,4.997166e+000,-2.864423e-002,1.769074e-004,3,9.552597e-001,6.176023e-001,,,,,,,,,,,,,,48,2,4.000000e+000,1.001930e-002,0.000000e+000,0,,0,
