#t(m)	P(GPa)	T(K)	R(Ohms)	P_mem(bar)	R_therm(Ohms)	Center (nm)	SpecFile	Comment
0.184683	-4.050257	40.840197	1.244785E-5	16.999992	290.200000	691.313940	NA	NA
0.186617	-4.205137	40.840197	1.252526E-5	16.999986	290.200000	691.255492	NA	NA
0.188400	-4.396492	40.840197	1.257534E-5	16.999990	290.200000	691.183211	NA	NA
0.190100	-4.579345	40.840197	1.253389E-5	16.999994	290.200000	691.114074	NA	NA
0.191867	-4.819576	40.840197	1.247688E-5	16.999988	290.200000	691.023140	NA	NA
0.193400	-4.974085	40.840197	1.245917E-5	16.999982	290.200000	690.964592	NA	NA
0.195067	54.891154	40.840197	1.245923E-5	16.999986	290.200000	710.686195	NA	NA
0.197717	54.536326	40.840197	1.250038E-5	16.999980	290.200000	710.583776	NA	NA
0.199150	54.425154	40.840197	1.251914E-5	16.999984	290.200000	710.551658	NA	NA
0.200767	54.603315	40.840197	1.250041E-5	16.999998	290.200000	710.603123	NA	NA
0.202200	54.985547	40.840197	1.247472E-5	17.000000	290.200000	710.713417	NA	NA
0.203783	54.504368	40.840197	1.244411E-5	17.000025	290.200000	710.574545	NA	NA
0.205417	54.985710	40.840197	1.247132E-5	17.000018	290.200000	710.713464	NA	NA
0.207383	54.682395	40.840197	1.253840E-5	17.000033	290.200000	710.625955	NA	NA
0.208650	54.450406	40.840197	1.255207E-5	17.000014	290.200000	710.558954	NA	NA
0.210050	54.475984	40.859348	1.250412E-5	17.000000	290.100000	710.566348	NA	NA
0.211733	52.278560	40.859348	1.244498E-5	16.999994	290.100000	709.928711	NA	NA
0.214100	52.348314	40.859348	1.242099E-5	17.000012	290.100000	709.949037	NA	NA
0.215367	52.146780	40.859348	1.244479E-5	17.000014	290.100000	709.890294	NA	NA
0.216683	52.398854	40.859348	1.249800E-5	17.000008	290.100000	709.963761	NA	NA
0.218633	52.222372	40.859348	1.253540E-5	16.999998	290.100000	709.912333	NA	NA
0.220150	52.020587	40.859348	1.250325E-5	16.999971	290.100000	709.853487	NA	NA
0.221700	51.828857	40.859348	1.246093E-5	17.000012	290.100000	709.797530	NA	NA
0.223383	51.787627	40.859348	1.245453E-5	17.000027	290.100000	709.785491	NA	NA
0.225117	51.586427	40.859348	1.245397E-5	17.000008	290.100000	709.726714	NA	NA
0.226833	51.787669	40.859348	1.246983E-5	17.000016	290.100000	709.785503	NA	NA
0.228450	51.636420	40.859348	1.253973E-5	16.999986	290.100000	709.741323	NA	NA
0.230567	51.812794	40.859348	1.249423E-5	17.000004	290.100000	709.792840	NA	NA
0.231833	51.485857	40.859348	1.243530E-5	16.999992	290.100000	709.697317	NA	NA
0.233367	51.611415	40.859348	1.243839E-5	16.999994	290.100000	709.734016	NA	NA
0.234867	69.445689	40.859348	1.248718E-5	17.000006	290.100000	714.768559	NA	NA
0.237383	69.194251	40.859348	1.254387E-5	17.000016	290.100000	714.699925	NA	NA
0.239000	69.194107	40.859348	1.252805E-5	17.000000	290.100000	714.699886	NA	NA
0.240600	69.491608	40.859348	1.244668E-5	16.999979	290.100000	714.781086	NA	NA
0.242450	69.275455	40.859348	1.241697E-5	17.000006	290.100000	714.722098	NA	NA
0.244133	69.356496	40.859348	1.244742E-5	17.000006	290.100000	714.744219	NA	NA
0.245767	69.032157	40.859348	1.249874E-5	16.999998	290.100000	714.655645	NA	NA
0.247467	69.383611	40.859348	1.254211E-5	16.999982	290.100000	714.751619	NA	NA
0.249133	64.732422	40.859348	1.253395E-5	16.999986	290.100000	713.471233	NA	NA
0.251300	64.418046	40.859348	1.245994E-5	17.000012	290.100000	713.383881	NA	NA
0.253317	64.097522	40.878514	1.243790E-5	17.000000	290.000000	713.294717	NA	NA
0.255450	63.912120	40.859348	1.248909E-5	16.999992	290.100000	713.243087	NA	NA
0.256717	63.354796	40.859348	1.252214E-5	16.999990	290.100000	713.087677	NA	NA
0.258733	63.181770	40.878514	1.252427E-5	16.999979	290.000000	713.039365	NA	NA
0.259983	63.087767	40.878514	1.250396E-5	16.999967	290.000000	713.013102	NA	NA
0.261733	63.140497	40.878514	1.244421E-5	16.999965	290.000000	713.027835	NA	NA
0.263600	63.483655	40.878514	1.241852E-5	16.999969	290.000000	713.123642	NA	NA
0.265017	63.989195	40.878514	1.252421E-5	16.999992	290.000000	713.264557	NA	NA
0.266983	64.627508	40.878514	1.253423E-5	16.999988	290.000000	713.442097	NA	NA
0.268383	64.868694	40.878514	1.250001E-5	17.000000	290.000000	713.509068	NA	NA
0.270183	64.655111	40.878514	1.245617E-5	16.999988	290.000000	713.449765	NA	NA
0.271717	64.788893	40.878514	1.242151E-5	16.999994	290.000000	713.486916	NA	NA
0.273483	65.002568	40.878514	1.243506E-5	16.999992	290.000000	713.546216	NA	NA
0.275150	65.082935	40.878514	1.249704E-5	17.000014	290.000000	713.568507	NA	NA
0.276717	65.056011	40.878514	1.253123E-5	17.000012	290.000000	713.561040	NA	NA
0.278583	64.975989	40.878514	1.249920E-5	17.000006	290.000000	713.538842	NA	NA
0.280100	64.708820	40.878514	1.246062E-5	17.000004	290.000000	713.464682	NA	NA
